Tamanho do Download (KB),Data do Download,Fuso Horário,Nome do Arquivo,Início do Ciclo AD,Tipo de Arquivo,Horário Sinótico,Tipo de Observação,Data da Observação
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
,,,,2025-10-14 15:52:55,,,,
5490432,2025-10-14 19:03:26,+0000,gdas.t12z.1bamua.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,1bamua,2025-10-14 12:00:00
0,2025-10-14 19:03:26,+0000,gdas.t12z.1bhrs4.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,1bhrs4,2025-10-14 12:00:00
0,2025-10-14 19:03:26,+0000,gdas.t12z.airsev.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,airsev,2025-10-14 12:00:00
218315688,2025-10-14 19:03:29,+0000,gdas.t12z.atms.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,atms,2025-10-14 12:00:00
1489501384,2025-10-14 19:03:54,+0000,gdas.t12z.crisf4.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,crisf4,2025-10-14 12:00:00
0,2025-10-14 19:03:26,+0000,gdas.t12z.eshrs3.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,eshrs3,2025-10-14 12:00:00
33136976,2025-10-14 19:03:26,+0000,gdas.t12z.esmhs.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,esmhs,2025-10-14 12:00:00
10573472,2025-10-14 19:03:29,+0000,gdas.t12z.gome.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,gome,2025-10-14 12:00:00
2136064,2025-10-14 19:03:26,+0000,gdas.t12z.gpsipw.tm00.bufr_d.nr.20251014,2025-10-14 19:12:05,gdas,12,gpsipw,2025-10-14 12:00:00
82740984,2025-10-14 19:03:40,+0000,gdas.t12z.gpsro.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,gpsro,2025-10-14 12:00:00
828629088,2025-10-14 19:03:37,+0000,gdas.t12z.mtiasi.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,mtiasi,2025-10-14 12:00:00
0,2025-10-14 19:03:26,+0000,gdas.t12z.osbuv8.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,osbuv8,2025-10-14 12:00:00
71472664,2025-10-14 19:03:55,+0000,gdas.t12z.prepbufr.nr.20251014,2025-10-14 19:12:05,gdas,12,prepbufr,2025-10-14 12:00:00
132171072,2025-10-14 19:03:39,+0000,gdas.t12z.satwnd.tm00.bufr_d.20251014,2025-10-14 19:12:05,gdas,12,satwnd,2025-10-14 12:00:00
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
,,,,2025-10-14 19:12:05,,,,
